fecha,titulo_rutina,nombre_ejercicio,grupo_principal,grupos_secundarios,cabezas_regiones,set_index,peso_kg,reps,tipo_set
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Leg Extension (Machine),Pierna,,"Recto femoral, Vasto lateral, Vasto medial, Vasto intermedio",3,68.0388,10,normal
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",1,72.57472,20,normal
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",2,72.57472,20,normal
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Hip Abduction (Machine),Glúteos,Cadera,"Glúteo medio, Glúteo menor, Tensor de la fascia lata",3,72.57472,20,normal
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",1,86.18248,15,normal
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",2,86.18248,15,normal
"Wednesday, Nov 19, 2025 at 2:12pm",Leg,Hip Adduction (Machine),Pierna,,"Aductor mayor, Aductor largo, Aductor corto, Grácil, Pectíneo",3,86.18248,15,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",1,49.89512,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",2,49.89512,10,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",3,45.3592,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Lat Pulldown (Cable),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho (Latissimus Dorsi), Redondo Mayor (Teres Major), Romboides, Trapecio (porción media/inferior), Bíceps braquial, Deltoides posterior",4,45.3592,10,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral High Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial",1,65,15,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral High Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial",2,80,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral High Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial",3,85,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral High Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal ancho, Trapecio (fibras medias e inferiores), Romboides, Deltoides posterior, Bíceps braquial",4,85,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Pullover (Machine),Espalda,"Pectoral, Redondo mayor, Tríceps","Latissimus Dorsi, Pectoral mayor (cabeza esternal), Redondo mayor (Teres Major), Tríceps (cabeza larga)",1,70,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Pullover (Machine),Espalda,"Pectoral, Redondo mayor, Tríceps","Latissimus Dorsi, Pectoral mayor (cabeza esternal), Redondo mayor (Teres Major), Tríceps (cabeza larga)",2,70,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Pullover (Machine),Espalda,"Pectoral, Redondo mayor, Tríceps","Latissimus Dorsi, Pectoral mayor (cabeza esternal), Redondo mayor (Teres Major), Tríceps (cabeza larga)",3,70,10,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Preacher Curl (Barbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza corta), Bíceps braquial (cabeza larga), Braquial, Braquiorradial",1,32.5,10,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Preacher Curl (Barbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza corta), Bíceps braquial (cabeza larga), Braquial, Braquiorradial",2,32.5,8,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Preacher Curl (Barbell),Bíceps,Antebrazo,"Bíceps braquial (cabeza corta), Bíceps braquial (cabeza larga), Braquial, Braquiorradial",3,32.5,8,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",1,25,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",2,25,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Hammer Curl (Dumbbell),Bíceps,Antebrazo,"Braquiorradial, Braquial, Bíceps braquial (cabeza larga y corta)",3,25,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",1,70,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",2,70,12,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",3,70,10,normal
"Thursday, Nov 20, 2025 at 2:15pm",Pull,Iso-Lateral Row (Machine),Espalda,"Bíceps, Hombro, Antebrazo","Dorsal Ancho, Trapecio (fibras medias e inferiores), Romboides, Bíceps braquial (cabeza larga y corta), Deltoides posterior",4,0,0,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",1,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",2,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",3,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",4,80,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",1,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",2,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",3,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",4,70,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",1,50,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",2,50,13,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",3,50,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",4,50,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",1,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",2,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",3,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",1,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",2,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",3,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",1,54,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",2,54,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",3,54,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",1,25,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",2,25,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",3,25,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",1,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",2,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",3,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",4,80,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",1,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",2,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",3,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",4,70,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",1,50,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",2,50,13,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",3,50,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",4,50,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",1,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",2,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",3,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",1,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",2,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",3,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",1,54,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",2,54,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",3,54,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",1,25,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",2,25,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",3,25,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Core,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",1,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Core,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",2,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Core,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",3,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Core,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",4,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",1,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",2,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",3,80,8,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Bench Press (Barbell),Pecho,"Tríceps, Hombro","Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Tríceps braquial (todas las cabezas), Deltoides anterior",4,80,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",1,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",2,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",3,70,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Decline Bench Press (Machine),Pecho,"Tríceps, Deltoides anterior","Pectoral mayor (Cabeza abdominal / Inferior), Pectoral mayor (Cabeza esternocostal), Tríceps braquial (Cabezas lateral y medial), Deltoides anterior, Serrato anterior (Estabilización)",4,70,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",1,50,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",2,50,13,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",3,50,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",4,50,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",1,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",2,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Incline Bench Press (Dumbbell),Pecho,"Hombro, Tríceps","Pectoral mayor (cabeza clavicular), Pectoral mayor (cabeza esternal), Deltoides anterior, Tríceps (todas las cabezas)",3,45,6,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",1,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",2,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",3,30,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",1,54,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",2,54,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Triceps Pushdown,Tríceps,Antebrazo,"Tríceps braquial (Cabeza lateral), Tríceps braquial (Cabeza medial), Tríceps braquial (Cabeza larga)",3,54,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",1,25,12,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",2,25,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Lateral Raise (Dumbbell),Hombro,"Trapecio, Manguito Rotador","Deltoides medial (o lateral), Deltoides anterior, Deltoides posterior, Trapecio superior",3,25,10,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",1,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",2,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",3,0,15,normal
"Friday, Nov 21, 2025 at 1:58pm",Push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",4,0,15,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",1,0,15,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",2,0,15,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",3,0,15,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Ab Wheel,Abdomen,"Hombro, Espalda baja, Flexores de cadera","Recto abdominal, Transverso del abdomen, Oblicuos (internos y externos), Deltoides anterior, Erectores espinales",4,0,15,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",1,35,12,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",2,35,12,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Seated Overhead Press (Barbell),Hombro,"Tríceps, Trapecio","Deltoides anterior, Deltoides medio, Tríceps (todas las cabezas), Trapecio superior",3,35,10,normal
"Monday, Nov 24, 2025 at 2:06pm",push,Cable Fly Crossovers,Pecho,Hombro,"Pectoral mayor (cabeza esternal), Pectoral mayor (cabeza clavicular), Deltoides anterior",1,50,15,normal
